name,category,address,phone,website,base_name,base_category,base_address,base_phone,base_website,label
Burger´s Grill,burger_restaurant,Calle Ignacio Zaragoza 115,+523330284289,,Burger's Grill,Dining and Drinking > Restaurant > Burger Joint,Zaragoza 115,,,1
Neighborhood Storage Center,storage_facility,6235 SW Highway 200,+13528737867,http://www.neighborhoodstorage.com,Neighborhood Storage Center # 8,Business and Professional Services > Storage Facility,7256 SW 62nd Ave #6,(352) 221-9902,http://neighborhoodstorage.com/62nd-ave.php,1
Cashwell consumer Loans,installment_loans,6811 Calhoun Memorial Hwy,+18648554081,http://cashwell.net,Cashwell,Business and Professional Services > Financial Service > Check Cashing Service,6811 Calhoun Memorial Hwy Ste C,(864) 855-4081,http://cashwell.net,1
Casino Lichtspiele,cinema,Eschenauer Hauptstraße 55,+4991261000,http://www.kino-eckental.de,Casino Lichtspiele,Arts and Entertainment > Movie Theater,Orchideenstraße 29,09126 5491,http://www.kino-eckental.de,1
Studio Legale Graniero,lawyer,"Via Giuseppe Mazzini, 21/d",+390828343063,,Studio Legale Manzo,Business and Professional Services > Financial Service,"Via Mazzini, 176",828 319 521,http://www.manzoavvocati.it,0
Bristow Veterinary Care Center,veterinarian,37118 OK-16,+19183672257,http://www.bristowveterinaryhospital.com/,Bristow Veterinary Hospital,Health and Medicine > Veterinarian,37118 W Highway 16,(918) 367-2257,http://www.bristowveterinaryhospital.com,1
Momo and Co.,shopping,8a Replingham Road,+442080409036,http://www.momoandcohome.com/,Momo and Co. Design,Business and Professional Services,17 Replingham Rd,07754 186892,http://www.momoandco.design,1
The Famous Guitar-Shaped Pool,swimming_pool,303 Interstate Dr,,,The Famous Guitar-Shaped Pool,Sports and Recreation > Water Sports > Swimming > Swimming Pool,303 Interstate Dr,,,1
前田森林公園,park,北海道札幌市手稲区手稲前田５９１−４,+81116813940,http://www.sapporo-park.or.jp/maedashinrin,前田森林公園 バーベキュー広場,Landmarks and Outdoors > Plaza,手稲区手稲前田,,,0
Agência Selva,advertising_agency,"Rua Pandiá Calógeras, 418",+551533296359,http://www.aselva.com.br/,Agência Selva,Business and Professional Services > Office > Tech Startup,"Rua Voluntários De Sorocaba, 236",(15) 3329-6300,,1
Shell,gas_station,15900 Ranch Road 620 N,5122440179,https://find.shell.com/us/fuel/10015328-15900-ranch-road-620-n,Shell Gas Station,Travel and Transportation > Fuel Station,12304 Hwy 620,,http://www.shell.com,0
Espaço Vida Saudavél,health_food_store,"Calçada Antares, 46",,https://profile.live.com/cid-9facde86ecafb847/,Espaço Viver,Health and Medicine > Mental Health Service > Mental Health Clinic,"Av. Netuno, 29",(11) 4153-8573,,0
虎侍我炎（とらじがえん）【筑後吉井紅豚餃子】,restaurant,福岡県うきは市吉井町１２９２,+81943769132,https://youtu.be/ATfOA2J24As,虎侍我炎,Dining and Drinking > Restaurant > Dumpling Restaurant,吉井町1292,0943-76-9132,,1
Nebelhornbahn,transportation,Nebelhornstraße 67e,+49832296000,http://www.das-hoechste.de,Nebelhornstuben,Dining and Drinking > Restaurant,Nebelhornstr. 63,,,0
居酒屋錨,bar,北海道札幌市中央区南１条西４丁目１６,+81112315010,http://bunbun.hokkaido-np.co.jp/join/01/shop/02122.html,居酒屋 どん,Dining and Drinking > Bar > Sake Bar,中央区南3条4丁目,011-233-1810,http://r.gnavi.co.jp/h286500,0
Axis Bank,financial_service,"Branch No 229/134, Madurai Road",+9118604195555,https://branch.axisbank.com/axis-bank-atm-theni-branch-cd-atm-madurai-road-theni-57252/Home?utm_source=locator&utm_medium=facebook,Axis Bank ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,Branch No 229/134,092432 34663,https://branch.axisbank.com/axis-bank-theni-branch-cd-atm-theni-tamil-nadu-57252/Home,0
Ceccarini 9,hotel,"Piazzale Vincenzo Ceccarini, 9a",+3905411834050,https://www.hotelceccarini9riccione.it/,Ceccarini 56 SRL,Retail > Fashion Retail > Clothing Store,Via CECCARINI 56 58,0541 693549,,0
Hannen-Fass Hanau,bar,Französische Allee 16,+496181254132,http://www.hannenfass-hanau.de/,Hannen-Faß,Dining and Drinking > Bar,Französische Allee 16,04961 81254132,http://www.hannenfass-hanau.de,1
上町ラヂヲ,restaurant,大阪府大阪市中央区上町１丁目２４−１２,,,上町ふら～っと。,Dining and Drinking > Restaurant,大阪市中央区上町1-19-12,,,0
Centre RNPC Avranches,nutritionist,2 Z.A. de Cromel,+33785745788,https://www.rnpc.fr/carte-des-centres-rnpc/region-normandies/centre-rnpc-avranches/?utm_source=home-page,Centre RNPC AVRANCHES (Quentin sur le homme),Health and Medicine > Nutritionist,2 ZA de Cromel,07 85 74 57 88,https://www.rnpc.fr/carte-des-centres-rnpc/region-normandies/centre-rnpc-avranches/,1
จิ๋ม&แดง,seafood_restaurant,27 หมู่ที่ 2,+1032559160,,จิ๋ม&แดง (Jim&Dang Seafood),Dining and Drinking > Restaurant > Seafood Restaurant,27 หมู่ที่ 2,032 559 160,,1
Circo Rolex los Mochis,circus,,,,Circo Rolex,Arts and Entertainment > Circus,,,,1
Central Park Aesthetique,laser_hair_removal,210 W 59th St,+16466627513,http://www.centralparkaesthetique.com/,Central Park Mews,Community and Government > Residential Building > Apartment or Condo,117 W 58th St Apt 3D,,,0
INTER Versicherungsgruppe Tina Creutziger,health_insurance_office,Veilchenstr. 8,015252440269,https://beratung.inter.de/tina-creutziger,INTER Versicherungsgruppe Tina Creutziger,,Veilchenstr. 8,0491 5252440269,https://beratung.inter.de/tina-creutziger,1
Ordine degli Ingegneri della Provincia di Cagliari,non_governmental_association,"Via Torquato Tasso, 25",+39070499703,http://www.ingegneri-ca.net/,Ordine degli Ingegneri,Community and Government > Education > College and University,Via Tasso 25,390 704 4370,http://www.ingegneri-ca.net,1
Grundschule Eschberg,elementary_school,Rostocker Straße 97,+496819056521,https://www.grundschule-eschberg.de,Grundschule Eschberg Sporthalle,Sports and Recreation > Gym and Studio > Gym,Magdeburger  Straße,,,0
Hair Designs by Diane,beauty_salon,510 Holliday St,+17856082277,,Hair Designs by Dianne,Business and Professional Services > Health and Beauty Service > Hair Salon,631 Market St,(785) 528-4247,http://www.hairdesignsbydiane.com,0
Frenos y Clutch Refacciones,automotive_repair,Avenida 15 de Mayo 9,+522227573264,,Frenos y Clutch Ab,Business and Professional Services > Automotive Service > Automotive Repair Shop,Calle 15 de Mayo 9,222 224 0860,,0
Agence Immobilière Laforêt,real_estate,36 Rue du Général Gallieni,+33148129494,https://laforet.com/agence-immobiliere/rosnysousbois,Agence immobilière Nexity,Business and Professional Services > Real Estate Service > Real Estate Agency,3 rue Du Général Gallieni,01 48 18 96 96,https://www.nexity.fr/agence-immobiliere/rosny-sous-bois/rosny-3/COM215,0
ほっともっと,restaurant,壬生町大師町23-7,+81282811235,https://www.hottomotto.com/stores/?id=62837,ほっともっと,Dining and Drinking > Restaurant > Deli,大師町23-7,0282-81-1235,https://hottomotto.com,1
日本貿易振興機構・ジェトロ,central_government_office,東京都港区赤坂１丁目１２−３２,+81335825511,http://www.jetro.go.jp,日本貿易振興機構 (JETRO),Community and Government > Government Building,赤坂1-12-32,03-3582-5511,http://www.jetro.go.jp,1
Hotel Madrid,hotel,Avenida Justo Sierra 215b,+529222237633,http://www.hotelmadrid.com.mx/,Hotel Madrid,Travel and Transportation > Lodging > Hotel,Col Nueva Mina,992 223 7635,http://www.hotel-madrid.com,1
ノジマ イオン富士宮店,electronics,"浅間町1-8, イオンモ-ル富士宮2F",0544282811,https://www.nojima.co.jp/shop/shizuoka/fujinomiya/?utm_source=Yext&utm_medium=Yext&utm_campaign=Listings,ノジマ,Retail > Furniture and Home Store > Home Appliance Store,浅間町1-8,0544-28-2811,https://www.nojima.co.jp/shop/shizuoka/fujinomiya/,1
Baptist Health Corbin,hospital,1 Trillium Way,+16065281212,https://www.baptisthealth.com/corbin/?utm_source=g-local&utm_medium=organic&utm_content=org-local&utm_campaign=cor-local-listing,Baptist Health Corbin Retail Pharmacy,Health and Medicine > Physician > Doctor's Office,"1 Trillium Way, Surgery Lobby",(606) 526-8334,https://www.baptisthealth.com/corbin/services/pharmacy,0
PT. Bayu Maritim Berkah - Offshore,event_planning,"21, Jalan Tambak",+622131920121,http://www.bayumaritim.com/,PT. Bayu Maritim Berkah,Business and Professional Services > Office,Jalan Tambak No. 21A-B,,,1
Correios,post_office,"Av. Macaúbas, s/n",,http://www.correios.com.br/,Correios,Community and Government > Government Building > Post Office,"Av. D. Emanuel, s/n, Qd. 2, Lj. 14",(62) 3512-2955,http://www.correios.com.br,0
Clinique du Viaduc,veterinarian,42 Avenue de Fontenay,+33248541046,https://clinique-viaduc-saint-satur.fr/,Clinique du Viaduc,Health and Medicine > Veterinarian,42 Avenue de Fontenay,02 48 54 10 46,https://clinique-viaduc-saint-satur.fr,1
Club Honu Beach Training & Sports,gym,Av. De los Trabajadores 5052,+5492236026503,http://www.clubhonubeach.com/,Club Honu Beach - Training & Sports,Sports and Recreation > Gym and Studio,Av. Marinez De Hoz,0223 467-3131,http://www.clubhonubeach.com,1
BLL Immagine e Creativita,advertising_agency,"Borgo Claudio Merulo, 1",+390521235152,http://www.bllimmagineecreativita.it,Bll - Immagine e Creatività,Business and Professional Services > Advertising Agency,"Borgo Merulo, 1",0521 235152,http://www.bllimmagineecreativita.it,1
Reedsburg Area Medical Center,hospital,2000 N Dewey Ave,+16085246487,http://www.ramchealth.com/,Reedsburg Area Medical Center Community Pharmacy,Retail > Drugstore,1900 N Dewey Ave Stop 3,(608) 524-6177,http://ramchealth.com/our-services/community-pharmacy,0
Jardín Allegra,topic_concert_venue,Calle Paseo de las Fuentes Oriente 55,+525585318601,http://www.allegra55.com/,Jardin Allegra,Landmarks and Outdoors > Garden,55 Paseo de las Fuentes,,,1
Santiago Canyon College,college_university,8045 E Chapman Ave,+17146284900,http://www.sccollege.edu/,Santiago Canyon College - Gym,Community and Government > Education > College and University > College Gym,8045 E Chapman Ave,(714) 628-5904,http://sccollege.edu/Departments/Astronomy/Pages/SCCAstronomy.aspx,0
Pinacoteca Pasinetti,art_museum,"Via Trieste, 56",+390309650455,http://montichiarimusei.it/,Pinacoteca Pasinetti,Arts and Entertainment > Museum > Art Museum,Via Trieste 56,030 965 6323,http://www.montichiarimusei.it/pieghevole_musei.pdf,1
L'Ateliees,art_gallery,8B Rue André Michel,+33651824936,https://ateliersapare.wixsite.com/ateliees,L'Atelier,Business and Professional Services > Office,16 r En Gondeau,06 50 06 76 96,http://www.latelier-montpellier.fr/fr,0
Clinica Paulo VI,hospital,"Avenida José Alves de Azevedo, 416",+552227234377,http://centropediatricopaulovi.placeweb.site,Clinica Cesário,Health and Medicine > Hospital,Avenida 28 de Março 545,(22) 2733-5595,,0
WestLotto,casino,Sperenberger Str. 1,025170061222,https://www.westlotto.de/service/landingpage/landingpage-google-ast.html,WESTLOTTO,Business and Professional Services > Lottery Retailer,Wegelange 6,04952 51398513,https://www.westlotto.de,0
Ergotherapie Lydia Spießl,occupational_therapy,Kirchplatz 2,+498563977509,http://www.ergo-spiessl.de,Ergotherapie Spießl Lydia,Health and Medicine > Medical Center,Kirchplatz 2,08563 977509,http://www.ergo-spiessl.de,1
Faměrovo náměstí,transportation,Wainerovo nám,,http://www.dpmb.cz,Faměrovo náměstí (bus),Travel and Transportation > Transport Hub > Bus Stop,Wainerovo nám.,,http://www.dpmb.cz,0
โกชุ้น ซื่อชวนชิม,noodles_restaurant,,,,โกชุ้น ซื่อชวนชิม,Dining and Drinking > Restaurant > Asian Restaurant > Noodle Restaurant,,,,1
ห้องจ่ายยาผู้ป่วยนอก 16,medical_center,"โรงพยาบาลมหาราชนครเชียงใหม่, 110 ถนน อินทวโรรส",,,ห้องจ่ายยาผู้ป่วยนอก เบอร์ 30,Health and Medicine > Hospital,โรงพยาบาลมหาราชนครเชียงใหม่,,,0
Kennedy Fried Chicken,chicken_restaurant,2115 Grand Concourse,+17183294138,https://order.taptoeat.com/56a95b5a045a57462da6d59b34ff22e5c1d201c3662490c531ced2d8531ef596,Kennedy Fried Chicken,Dining and Drinking > Restaurant > Fast Food Restaurant,2041 Grand Concourse,(718) 294-4477,http://www.kennedyfriedchicken.com,0
Notaría Pública 20,notary_public,Calle Granada 20,+529988849440,http://www.notaria20.com/,Notaría Pública No. 20,Business and Professional Services > Financial Service,Calle Granada No. 30,998 884 1041,http://www.notariacancun.com,1
Pottery Barn,home_decor,9619 SW Washington Sq Rd Ste 01A,5034431139,http://www.potterybarn.com/stores/us/or/tigard-washington-square/,Pottery Barn Kids,Retail > Furniture and Home Store,9345 SW Washington Square Rd,(503) 598-1858,https://www.potterybarnkids.com,0
Montagy Comércio de Peças para Bijouterias Ltda-ME,arts_and_crafts,"Rua Quatro de Abril, 347",+551434324687,http://montagymarilia.placeweb.site,Montagy,,"at R. Quatro de Abril, 347 - Centro",,,1
Carrozzeria Alba,bus_rentals,Via Monastir,3516623258,,Carrozzeria Sapri,Business and Professional Services > Automotive Service > Automotive Repair Shop,Via Sapri 12 A,011 606 0597,,0
Waffeltraum,cafe,Sonnenplatz 1,+4917672615333,,Waffeltraum,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Sonnenplatz 1,0491 7672615333,,1
Agência Puro,marketing_agency,"Rua México, 70",+5521981908759,http://www.agenciapuro.com.br/,Agência Métrica,Business and Professional Services > Office,"Rua Alvaro Alvim 37 , 1610",,,0
榛名神社,religious_organization,群馬県高崎市榛名山町８４９,+81273749050,http://www.haruna.or.jp,榛名神社バス停,Travel and Transportation > Transport Hub > Bus Stop,榛名山町,,,0
PruittHealth,hospital,2545 Flintridge Rd,+17705337410,http://www.pruitthealth.com/,PruittHealth Hospice (Gainesville),,2545 Flintridge Rd Ste 110,(770) 297-1970,http://www.pruitthealth.com/microsite/facilityid487,1
วัดจันทร์ตะวันออก,religious_organization,,+6655218422,,วัดจันทร์,Community and Government > Spiritual Center > Temple,,,,0
成城学園,high_school,,+81334821092,http://www.seijogakuen.ed.jp/,成城学園前駅 タクシー乗り場,Travel and Transportation > Transport Hub > Taxi Stand,,,,0
Advocacia Salomone,lawyer,"Avenida Paulista, 1048",+551131414700,http://www.advocaciamarizdeoliveira.com.br,Advocacia De Luizi,Landmarks and Outdoors > Structure,"Avenida Paulista, 1048",(11) 3266-6495,,0
Subway,sandwich_shop,Firdonkatu 2b,+358505055863,http://www.subway.fi,Subway,Dining and Drinking > Restaurant > Sandwich Spot,Veturitie 11,050 4108320,https://restaurants.subway.com/finland/helsinki/veturitie-11?y_source=1_MTUxMDkzOTktNDQwLWxvY2F0aW9uLndlYnNpdGU=,0
Moana,bar,沖縄県宮古島市平良西里１７２,+81980728687,http://moana-miyakojima.com,Moana (モアナ),Dining and Drinking > Bar,沖縄県宮古島平良西里172,,,1
Centre Musical,art_school,rue des Visitandines,+10477586477,,Centre Musical,Community and Government > Education > Music School,rue des Visitandines,04 77 58 64 77,,1
Captain's on Main,coffee_shop,423 W Main St,+15175050776,https://www.toasttab.com/captains-on-main-423-west-main-street/v3/?mode=fulfillment,Captain’s On Main,Dining and Drinking > Restaurant > Pizzeria,423 W Main St,,,1
Restaurante da Tereza,restaurant,"Rua Major Lage, 160",,,Restaurante,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant,"Rua Anita Blumberg, 25-F",,,0
Salão De Beleza Da Nilsa,beauty_salon,"Rua Santa Maria, 799",+555596340020,,Salão de Beleza da Lu,Business and Professional Services > Health and Beauty Service > Hair Salon,Avenida Santa Maria,,,0
Axis Bank ATM,atms,"No 6562/1, Gr Flr, Shanti Nivas Building, Moyani Road",18605005555,https://branch.axisbank.com/axis-bank-atm-vita-atm-khanapur-sangli-89254/Home?utm_source=locator&utm_medium=bing,Axis Bank,Business and Professional Services > Financial Service > Banking and Finance > Bank,"No 6562/1, Gr Flr, Shanti Nivas Building, Moyani Road",1860 500 5555,https://branch.axisbank.com/axis-bank-vita-bank-branch-sangli-maharashtra-39892/Home,0
La Maison De La Clim,hvac_services,26B Boulevard de Strasbourg,+33759689420,,La Maison de la Culture Juive,Community and Government > Cultural Center,20 rue André Pontier,01 48 83 45 44,http://www.mcjnogent.org,0
ローソン,convenience_store,徳島県徳島市応神町古川戎子野８９−７,+81886655514,http://lawson.jp/en/,ローソン 徳島応神店,Retail > Convenience Store,応神町古川字戎子野89-7,088-665-5514,http://lawson.jp/twitter/,1
Empanadisimaspr,coffee_shop,43 Avenida Roberto Sanchez Vilella,+17872372222,http://instagram.com/empanadisimaspr,Empanadissima’s,Dining and Drinking > Restaurant > Latin American Restaurant > Empanada Restaurant,Ave. Roberto Sanchez Vilella GK-43,,,1
Sames Laredo Chevrolet Parts,car_dealer,3701 E Saunders St,+19563076559,https://www.sameslaredochevrolet.com/?utm_source=facebook&utm_medium=organic&utm_campaign=website&utm_id=page,Sames Chevrolet,Retail > Automotive Retail > Car Dealership,3701 E Saunders St,(956) 307-6559,https://www.laredofamilychevrolet.com,0
Caseificio Casare' Bisogno,b2b_dairies,"Via XXV Luglio, 115",089461634,http://www.casare.it/,Caseificio Campeglia Rosa,Retail > Food and Beverage Retail,Via XXV Luglio 139,089 467914,,0
Salão de beleza Rô Moraes,beauty_salon,"Rua João de Castro, 1680",+5521987722375,,Salão De Beleza,Business and Professional Services > Health and Beauty Service > Hair Salon,Rua Antônio José Bittencourt,,,0
Barclays ATM,atms,"Upper Mall, Crawley",03457345345,https://www.barclays.co.uk/branch-finder/,Barclays Bank Cash Machine,Business and Professional Services > Financial Service > Banking and Finance > ATM,Upper Mall,0345 734 5345,http://www.barclays.co.uk,1
ตี๋นมสด เชียงราย,cafe,ถนนม.ราชภัฏ,,,ตี๋นมสด(Teenomsod) เชียงราย,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",ถนนม.ราชภัฏ เชียงราย,,,1
ATM Machines Bitcoin ATM,atms,1231 Apalachee Prkwy,8055002646,,ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,345 S Magnolia Dr,,https://network.americanexpress.com/globalnetwork/atm_locator/en,0
ApartmentsSkrivena,hotel,Put Vrulje 41,+385959155295,http://www.house-skrivena.webs.com/,Apartments Skrivena,Travel and Transportation > Lodging > Hotel,Put Vrulje Pridraga 67,,,1
Liceo De Hombres,campus_building,Alameda,,,Liceo De Hombres (LAM),Community and Government > Education > College and University > College Classroom,Alameda,,,1
CashPoints® ATM,atms,1121 N Lake Park Blvd,8887328562,http://www.ncsecu.org/,Cashpoints,Business and Professional Services > Financial Service > Banking and Finance > Bank,North Lake Park Blvd,,,1
American Printing Unlimited,printing_services,201 Northampton St,+16102537787,http://www.pinters.com/,American Printing,Business and Professional Services > Photography Service > Photography Lab,102 Northampton Street,,,1
DEKRA,car_inspector,Forstweg 8A,0338176920,https://www.dekra.de/de/belzig,DEKRA Automobil GmbH Kfz-Prüfstelle Belzig,Business and Professional Services > Legal Service,Forstweg 8A,04933 8176920,https://www.dekra.de/de/belzig,1
JINS,eyewear_and_optician,新別府町江口862-1,+81985608127,https://store-jp.jins.com/b/jins/info/20015/,JINS イオンモール宮崎店,Retail > Eyecare Store,新別府町江口862-1,0985-60-8127,https://store-jp.jins.com/b/jins/info/20015/,1
春の町バス停,bus_station,八幡東区春の町,,,春の町バス停,Travel and Transportation > Transport Hub > Bus Stop,八幡東区春の町,,,1
Academia Performance & Saúde,gym,"Rua Adolfo Konder, 1798",,,Academia Performance,Community and Government > Education > College and University > College Gym,Adolfo Condr,,,1
Roma Pizzaria,pizza_restaurant,Karmstensvej 4,+4547120002,http://romaolstykke.dk/,Roma Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Rørsangervej,47 38 25 23,,0
Edward Jones- Financial Advisor:Heidi Lue,financial_advising,2795 Main St W,+16783446501,http://www.edwardjones.com/,Edward Jones,Business and Professional Services > Financial Service > Financial Planner,2795 Main St W Ste 24B,(678) 344-6501,http://www.edwardjones.com,1
Agromundisales,agriculture,Calle 9 Sur 8,+573232176290,http://universaldesales.com/,Agromundisales Ltda,Retail,Calle 9 S 8-62,5713373303,,1
Pousada Borboleta,bed_and_breakfast,Rua descida da Praia s/n,+558834217399,http://www.pousadaborboleta.com.br/,Pousada Morada D'aldeia,Travel and Transportation > Lodging > Bed and Breakfast,Rua Do Paraiso,8896033312,http://www.pousada-morada-daldeia-canoa-quebrada.com,0
レアストーンズ,shopping,大阪府大阪市西区立売堀１丁目４−９,+81665323151,https://www.rare-stones.com/,レアストーンズ,Retail > Fashion Retail > Jewelry Store,西区立売堀1丁目4-9,06-6532-3151,https://www.rare-stones.com,1
Tio Clóvis Lanches,fast_food_restaurant,"Avenida Duque de Caxias, 82",+555332213934,,Tio Clóvis,Dining and Drinking > Restaurant > Burger Joint,"Avenida Duque de Caxias, 200A",(55) 3221-3934,,1
Audrey Coiff,hair_salon,11 Rue de la République,+33254210277,,Audrey Coiff,Business and Professional Services > Health and Beauty Service > Hair Salon,11 Rue de la République,02 54 21 02 77,,1
Modepark RÖTher,clothing_store,Talstraße 12,+4973917849600,http://www.modepark.de,Modepark Röther,Retail > Fashion Retail > Clothing Store,Talstraße 12-14,07391 7773704,,1
Sparkasse Mittelthüringen - Geldautomat,atms,Erfurter Str. 72,03615455000,https://www.sparkasse-mittelthueringen.de/,Sparkasse Mittelthüringen,Business and Professional Services > Financial Service > Banking and Finance > Bank,Erfurter Str. 117,0361 54518246,http://www.sparkasse-mittelthueringen.de,0
Brierwood Child Care Center,home_service,5540 Southwestern Blvd,+17166460233,https://www.brierwoodchildcare.com/hamburg-ny-daycare-center.php,Brierwood Childcare Center,Retail > Miscellaneous Store,5324 Rogers Rd,,,1
Spectron Desarrollo S.C.,accountant,Bosque de Duraznos 127,+525552458422,,Spectron Desarrollo,Business and Professional Services > Office,Paseo De Duraznos 127 Piso 4,,,1
Rei do Pão D' Queijo,diner,"Rua Gerson Coutinho, 475",+553438414882,http://www.reidopaodqueijo.com.br/,Rei do Pao d'Queijo,Dining and Drinking > Restaurant,"Rua Gerson Coutinho da Silva, 529 lj 2",,,1
Apostelkirche,church_cathedral,Mülheimer Straße 72,+492012205213,http://www.ekef.de,Apostelkirche - Ev. Kirchengemeinde Essen-Frohnhausen,Community and Government > Spiritual Center,Mülheimer Str. 72,04920 12205213,,1
Byte Federal Bitcoin ATM (Delray Beach),atms,2200 Seacrest Boulevard,7866862983,https://www.bytefederal.com/bitcoin-atm-near-me/florida/delray-beach/504?y_source=1_MjMzNzc5MjItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Byte Federal Bitcoin ATM (Delray Beach),,2200 Seacrest Blvd,(786) 686-2983,https://www.bytefederal.com/?y_source=1_MjMzNzc5MjItNDQwLWxvY2F0aW9uLndlYnNpdGU=,1
LibertyX Bitcoin ATM,atms,"Sunoco, 296 Palisade Ave",+18005118940,https://libertyx.com/a/buy-bitcoin/locations/NJ/cliffside-park/296-palisade-ave?y_source=1_MjMyNjExMTktNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,LibertyX Bitcoin ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,251 Palisade Ave,(800) 511-8940,https://libertyx.com/a/buy-bitcoin/locations/b71cedtc4u0x?y_source=1_MjMyNjExMTktNDQwLWxvY2F0aW9uLndlYnNpdGU=,0
ハードオフ佐倉志津店,bar,井野60-41,,https://www.hardoff.co.jp/,ハードオフ 佐倉志津店,Retail > Hardware Store,井野60-41,043-463-6651,https://www.hardoff.co.jp,1
Wescott School,elementary_school,1820 Western Ave,+18472724660,http://www.district30.org/wescott,Westcott School,Community and Government > Education,1820 Western Ave,(847) 272-4660,http://www.district30.org/wescott,1
ローソン,convenience_store,福島県いわき市好間町下好間一町坪１２３−１,+81246360151,http://lawson.jp/en/,ローソン いわき下好間店,Retail > Convenience Store,好間町下好間一町坪123-1,0246-36-0151,https://www.lawson.co.jp,1
Jomaclean Gebäudedienste,home_cleaning,Gustav-Schatz-Weg 30,+491739267281,http://www.jomaclean.de/,Jomaclean - Gebäudedienste,Business and Professional Services > Business Service,Gustav-Schatz-Weg 30,0491 739267281,https://www.jomaclean.de,1
Estadinho Lancheteria,eat_and_drink,"Rua Emília Marengo, 121",+551143299545,,Estadinho Lancheteria,Dining and Drinking > Restaurant > Sandwich Spot,"Rua Mozart De Andrade, 195",,,1
University of Minnesota Medical Center,hospital,2450 Riverside Ave,+16126726600,http://www.youthocdstudy.org/,University of Minnesota Medical Center NICU,Health and Medicine > Hospital,2450 Riverside Ave,(612) 273-3000,http://www.uofmmedicalcenter.org,1
Geomecânica,engineering_services,Rua Bela 1128,2135150101,http://www.geomecanica.com.br/,Geomecânica S/A,Business and Professional Services > Office,,(21) 2580-1273,http://www.geomecanica.com.br,1
VaVaVooom,lingerie_store,57 Broadway St,+18282546329,http://www.vavavooom.com/,Va Va Vooom,Retail > Boutique,36 Battery Park Ave,,,1
Galerie Roi Doré,art_gallery,6 Rue Sainte-Anastase,+33142785442,http://www.roidore.com/,Galerie Eric Mircher,Arts and Entertainment > Art Gallery,23 Rue Saint-Claude,,http://www.mircher.com,0
ก๋วยเตี๋ยวเรือ อยุธยา,restaurant,,,,ก๋วยเตี๋ยวเรือกะทิสด นายฮ.,Dining and Drinking > Restaurant > Asian Restaurant,,,,0
7-Eleven,convenience_store,6345 Powell Rd,+13526430128,https://www.7-eleven.com/locations/fl/the-villages/6345-powell-rd-41847,7-Eleven,Travel and Transportation > Fuel Station,5103 Sundance Trl,(352) 661-5706,https://www.7-eleven.com/locations/fl/wildwood/5103-sundance-trail-41357,0
Restaurante Pentxo,restaurant,"Calle Belostikale, 20",+34944169472,http://www.restaurantepentxo.com/,Restaurante Perro Chico,Dining and Drinking > Restaurant > French Restaurant > Basque Restaurant,"Calle de la Ribera, 17-19",,,0
Praxis Fahima Asseily,naturopathic_holistic,Berliner Heerstraße 9,+4953135573299,http://www.fahealing.de/,Praxis Fahima Asseily für alternative Therapien und Seminare,Health and Medicine > Mental Health Service > Mental Health Clinic,Berliner Heerstraße 9,04953 135573299,https://fahealing.de,1
พีลาตุส อพาร์ทเม้น,landmark_and_historical_building,,,,พีลาตุส อพาร์ทเม้นท์ (Pilatus Apartment),Community and Government > Residential Building > Apartment or Condo,,,,1
ส้มตำป้านวล,thai_restaurant,โค้งสนามบิน,,,ส้มตำป้านวล,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,โค้งสนามบิน,,,1
FKR MÜNCHEN REGELTECHNIK,wholesaler,Gaußstr. 6,08131907630,https://www.fkr.de/unternehmen/fkr-muenchen-regeltechnik-kg,Fkr München Regeltechnik,Retail > Miscellaneous Store,Gaußstr. 6,08131 907630,http://www.fkr.de/de/unternehmen/fkr-muenchen-regeltechnik-kg,1
Starbucks,coffee_shop,155 N Wabash Ave,8726643003,https://www.starbucks.ca/store-locator/store/1031376/,Starbucks,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",68 E Madison St,(312) 444-9535,http://www.starbucks.com/,0
นวดฝ่าเท้า,spas,,,,นวดฝ่าเท้า@แยกเวล นครปฐม,Business and Professional Services > Health and Beauty Service > Spa,,,,1
Gioielleria Marcelli,jewelry_store,"Via San Francesco d'Assisi, 46",+3907211791853,http://gioielleriamarcellibestvintage.com/,Gioielleria Marcelli,Retail > Fashion Retail > Jewelry Store,Via S. Francesco 46,0721 179 1853,http://gioielleriamarcellibestvintage.com,1
Kozi Hotel,hotel,2 Jalan Skudai,+6072389001,http://www.kozihotel.com.my/,Kozi Hotels,Travel and Transportation > Lodging > Hotel,"03, Block 6, Danga Bay",07-238 9001,http://www.kozi.com.my,1
Café Steinecke,bakery,Markt 8,+493421701595,http://www.steinecke.info,Café Steinecke,Dining and Drinking > Bakery,Markt 8,04934 21701595,http://www.steinecke.info,1
